URL,Pantry Name,Address,City,Zip,Latitude,Longitude,Phone,Email,Eligibility,Supported Diets,Comments,Open Monday,Close Monday,Open Tuesday,Close Tuesday,Open Wednesday,Close Wednesday,Open Thursday,Close Thursday,Open Friday,Close Friday,Open Saturday,Close Saturday,Open Sunday,Close Sunday,Varied Hours?,State
https://www.njlclovettsville.org/food-pantry,Western Loudoun Food Pantry,12942 Lutheran Church Rd.,Lovettsville,20180,39.25794596,-77.63932227,(540) 822-5576, officenjlc@gmail.com,ANY,ANY,"Shopping-style food pantry. Appointments also available outside of open hours. We require no proof of residency or eligibility. We seek to work with our community based on the honor system. If you truly have a need, we want to help as we are able. We only ask for your last name for inventory purposes.",CLOSED,CLOSED,CLOSED,CLOSED,2:00:00 PM,5:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://search.211virginia.org/search/ce8758da-1093-5dba-ae56-f013ebbf8bbe,Catholic Charities Christ House,131 South West Street,Alexandria,22314,38.80511107,-77.05497135,(703) 549-8644,ChristHouse@ccda.net,,,"The Christ House offers an Evening Meal each night of the year.   The dinners are to-go meals and can be picked up every night, in all weather conditions, from 5 to 5:30 p.m.",5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,5:00:00 PM,5:30:00 PM,N/A,VA
https://www.gohopenova.org/,Grains of Hope,13224 Franklin Farm Rd,Herndon,20171,38.90808602,-77.40371326,(703) 620-1977,food@cofumc.org ,ANY,,"No registration needed.  Neighbors often begin arriving as early as 2:00 PM to get in line, but distribution does not begin until 4:00 PM.",CLOSED,CLOSED,4:00:00 PM,6:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.florisumc.org/wp-content/uploads/2025/12/2026-Distribution-Flyer-1.pdf,Floris United Methodist Church,13600 Frying Pan Rd,Herndon,20171,38.94278447,-77.41682817,(703) 793-0026,floris@florisumc.org,ANY,,Only open on the FIRST Saturday of each month. Must bring proof of Virginia residency. Lines typically begin to form at 7:30am.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,8:00:00 AM,9:00:00 AM,CLOSED,CLOSED,Yes,VA
https://loudounhunger.org/,Loudoun Hunger Relief: Sterling,18 Export Dr.,Sterling,20164,38.99318509,-77.42650499,(703) 777-5911,info@loudounhunger.org,"20180,20132,20197,20176,20141,20158,20129,20175,20135,20184,20130,20117,20105,20152,20120,20151,20166,20170,20148,20164,22066,20165,20147,20199",ANY,By appointment only. Must provide proof of Loudoun County residency. See website for details.,12:30:00 PM,2:30:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://mapping.littlefreepantry.org/pantry/3084,Little Yellow Free Pantry,203 S Fillmore St,Arlington,22204,38.87068132,-77.08814013,,kindnessactivist@gmail.com,ANY,NONE,"A small, standalone pantry that offers canned goods, toiletries, and other nonperishables.",12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,12:00:00 AM,11:59:00 PM,N/A,VA
https://www.unitedcommunity.org/programs/food-assistance-programs/,Community Mobile Market: Walt Whitman Middle School,2500 Parkers Lane,Alexandria,22306,38.74149934,-77.07443392,(703) 660-2464,info@unitedcommunity.org,"22303,22306,22307,22308,22309,22310",,"Open on the FIRST Wednesday of each month. Please bring the following when registering for food assistance: Universal Intake/TEFAP Form; Photo ID for all adults and birth certificates for children under 18; Proof of Address (e.g., lease or utility bill); Proof of Income -- two recent pay stubs or income letter from employer; documentation of any other income assistance (SSI, SSDI, TANF, SNAP, child support)",CLOSED,CLOSED,CLOSED,CLOSED,3:00:00 PM,4:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://www.alive-inc.org/food-program-in-alexandria-virginia/,Alexandrians Involved Ecumenically Food Warehouse (ALIVE),2601 Mount Vernon Avenue,Alexandria,22301,38.82858207,-77.05880537,(703) 837-9300,,"20598,22301,22302,22303,22304,22305,22306,22307,22308,22310",,"Alexandria residents with free groceries, personal care items, cleaning supplies, school supplies, and connections to other helpful services. Neighbors are welcome to visit once a month, and proof of residency may be requested.",CLOSED,CLOSED,12:00:00 PM,6:00:00 PM,12:00:00 PM,6:00:00 PM,12:00:00 PM,6:00:00 PM,CLOSED,CLOSED,9:00:00 AM,3:00:00 PM,CLOSED,CLOSED,Yes,VA
https://foodforothers.org/get-help/neighborhood-sites/,Food for Others: Gunston,2700 S Lang St,Arlington,22206,38.84723023,-77.07106826,(703) 207-9173,info@foodforothers.org,ANY,,"Must be there at the listed time. Gunston Community Center, 2700 South Lang Street, at Gunston Middle School, entrance near soccer field, Arlington. If you are in need of food, one of the ways you can receive food is through our neighborhood sites. Neighborhood sites provide supplemental food. You may come to one of the following neighborhood sites at the times specified. The only question that is asked is, “How many people are in your household?” Please bring your own grocery bags.

",CLOSED,CLOSED,6:00:00 PM,6:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.ourladyqueenofpeace.org/food-pantry.html,Our Lady Queen of Peace,2700 South 19th Street,Arlington,22204,38.85412037,-77.0831265,(703) 979-5580,sdiazwells@olqpva.org,,,,CLOSED,CLOSED,CLOSED,CLOSED,9:00:00 AM,11:30:00 AM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://afac.org/,Arlington Food Assistance Center,2708 S. Nelson Street,Arlington,22206,38.84362412,-77.08932947,(703) 845-8486,clientservices@afac.org,"22101, 22213, 22207, 22205, 22201, 22209, 22203, 22204, 22206, 22211,20301,22202,20001",ANY,Must live in Arlington and get a referral from an Arlington County social service agency.,9:00:00 AM,1:00:00 PM,6:00:00 PM,7:00:00 PM,9:00:00 AM,1:00:00 PM,6:00:00 PM,7:00:00 PM,9:00:00 AM,1:00:00 PM,8:30:00 AM,12:30:00 PM,CLOSED,CLOSED,N/A,VA
https://foodforothers.org/get-help/neighborhood-sites/,Food for Others: Hollywood,2802 Hollywood Road,Falls Church,22043,38.87836908,-77.20827606,(703) 207-9173,info@foodforothers.org,ANY,,"Must be there at the listed time. Parking lot of Wexford Manor Apartments, south of Savannah Street, Falls Church. If you are in need of food, one of the ways you can receive food is through our neighborhood sites. Neighborhood sites provide supplemental food. You may come to one of the following neighborhood sites at the times specified. The only question that is asked is, “How many people are in your household?” Please bring your own grocery bags.",CLOSED,CLOSED,CLOSED,CLOSED,6:30:00 PM,6:30:00 PM,CLOSED,CLOSED,6:30:00 PM,6:30:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.sterlingumc.org/grace,Sterling UMC,304 East Church Rd,Sterling,20164,39.00773479,-77.39233824,(703) 430-6455,grace.sumc@gmail.com,,,Only open on the SECOND Saturday of each month. ,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,8:00:00 AM,10:00:00 AM,CLOSED,CLOSED,Yes,VA
https://hijrah.org/donations/food-bank-2/,Dar Al-Hijrah Islamic Center,3159 Row Street,Falls Church,22044,38.86141124,-77.14668203,(703) 536-1030,socialservices@hijrah.org,"20598,22201,22202,22203,22204,22205,22206,22207,22209,22210,20151,20152,20153,20598,22030,22031,22032,22033,22034,22035,22003,20598,22301,22302,22303,22304,22305,22306,22307,22308,22309",HALAL,"Requires registration. The DAH Food Bank distributes fresh produce and halal chicken every Thursday morning from 9:00am until 11:00am, or when the food runs out. All who are in need are welcome to register for our food bank regardless of their faith, background or legal status.
",CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,9:00:00 AM,11:00:00 AM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.meadechurch.org/default.asp,Meade Memorial Episcopal Bag Lunch Program,322 N. Alfred Street,Alexandria,22314,38.80833,-77.0488,(703) 549-1334,,,,Availability listed for Saturday only applies for October through April.,11:30:00 AM,12:30:00 PM,11:30:00 AM,12:30:00 PM,11:30:00 AM,12:30:00 PM,11:30:00 AM,12:30:00 PM,11:30:00 AM,12:30:00 PM,12:30:00 PM,1:30:00 PM,CLOSED,CLOSED,Yes,VA
https://www.arha.us/youth-and-family-programs,Ruby Tucker Family Center Food Pantry,322 Tancil Ct,Alexandria,22314,38.80841,-77.0418,(703) 535-3175,info@arha.us,,,Open on the SECOND Friday of the month.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:30:00 AM,12:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://columbia.church/join-the-mission/local/food-pantry/,Columbia Food Pantry,3245 Glen Carlyn Road,Falls Church,22041,38.85774123,-77.1384695,7035345700,foodpantry@columbia.church,ANY,,"We do not require referrals or check IDs. Anyone is welcome each Saturday, between 9:00 am and 10:30 am. Clients generally receive 15-20 non-perishable and fresh produce.",CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,9:00:00 AM,10:30:00 AM,CLOSED,CLOSED,N/A,VA
https://www.fairfaxcounty.gov/neighborhood-community-services/resource-centers,Culmore Family Resource Center,3304-B Culmore Court,Falls Church,22041,38.85596541,-77.14131716,(703) 379-5217,,"22041,22042,22043,22044,22046",,"Bring your own bags. Use the basement entrance. You should arrive by 12:00pm - 12:30pm to wait in line, as they typically form well before the pantry hours. Call the listed phone number for questions.",CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,1:00:00 PM,2:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.stanthonyparish.org/food-pantry/,St. Anthony of Padua Catholic Church,3305 Glen Carlyn Rd. ,Falls Church,22041,38.85626582,-77.13771133,(703) 820-7111,office@stanthonyparish.org,,,"St. Anthony’s provides food assistance to those in need in our community. The Food Pantry operates two days a week (Monday and Wednesday) from 10am to 1pm. If you are new to the food pantry, registration for new members is only available on Wednesdays. It is only closed if Monday or Wednesday are federal holidays. Please arrive as early as possible, dependent on wait times, if arriving near closing time at 1pm, service is not guaranteed. Each Saturday morning, a team of volunteers also packages meals for day laborers in our community. When finances permit, some financial support for rent and other emergency expenses is also provided to deserving individuals.",10:00:00 AM,1:00:00 PM,CLOSED,CLOSED,10:00:00 AM,1:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.culmoreumc.org/food--clothing-ministry.html,Culmore United Methodist Church,3400 Charles Street,Falls Church,22041,38.85333104,-77.13630687,(703) 820-5131,culmoreumc@vacoxmail.com,,,"In partnership with the Capital Area Food Bank operates “the mobile food pantry” in our church parking lot.  Culmore Church members and volunteers from the local community distribute tens of thousands of pounds of fresh produce to over two hundred neighborhood families. The food pantry is held every 2nd Friday of each month. In addition to the mobile food pantry, Culmore Church partners with Grace Ministries (of the United Methodist Church) with funding from Fairfax County, on the fourth Friday of each month to distribute packages of food and clothing one hundred needy households. Culmore UMC also maintains a food pantry for drop-ins who are running low on food. The pantry stocks essential non perishable foodstuffs as well as a limited array of frozen food to ensure that no one in need walks away without something to eat. Culmore Church also operates a daily food rescue pantry from the Church office. The pantry is stocked with basic supplies of non-perishable consumer packaged foods; staples like beans and rice and pasta.",10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://www.obcalexandria.church/ministries,Oakland Baptist Church Food Bank,3408 King Street,Alexandria,22302,38.82623,-77.0866,(703) 998-9006,info@obcalexandria.church,,,Open on the FIRST and THIRD Fridays every month.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00:00 AM,12:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://gracealex.org/about/our-food-pantry,Grace Church,3601 Russell Road,Alexandria,22305,38.83728,-77.0648,(703) 549-1980,,ANY (VA),,"Each family may receive food twice monthly, one bag per household.",CLOSED,CLOSED,6:00:00 PM,7:30:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,6:00:00 PM,7:30:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.unitedcommunity.org/programs/food-assistance-programs/,Community Mobile Market: Mount Vernon Woods Elementary School,4015 Fielding St.,Alexandria,22309,38.74253,-77.0999,(571) 255-8958,info@unitedcommunity.org,"22303,22306,22307,22308,22309,22310",,"Open on the FIRST Monday of each month. Please bring the following when registering for food assistance: Universal Intake/TEFAP Form; Photo ID for all adults and birth certificates for children under 18; Proof of Address (e.g., lease or utility bill); Proof of Income -- two recent pay stubs or income letter from employer; documentation of any other income assistance (SSI, SSDI, TANF, SNAP, child support)",4:00:00 PM,5:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://foodforothers.org/get-help/neighborhood-sites/,Food for Others: Fairmont Gardens,4137 Wadsworth Court,Annandale,22003,38.8353,-77.2036,(703) 207-9173,info@foodforothers.org,ANY,,"Must be there at the listed time. Only open on the THIRD Thursday of each month. If you are in need of food, one of the ways you can receive food is through our neighborhood sites. Neighborhood sites provide supplemental food. You may come to one of the following neighborhood sites at the times specified. The only question that is asked is, “How many people are in your household?” Please bring your own grocery bags.",CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00:00 AM,11:00:00 AM,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://www.tolministries.org/food-pantry/,Tree of Life: Eastern Loudoun Pantry,"45189 Research Place, Building A",Ashburn,20147,39.05113797,-77.4359138,(540) 441-7920,info@tolministries.org,"20180,20132,20197,20176,20141,20158,20129,20175,20135,20184,20130,20117,20105,20152,20120,20151,20166,20170,20148,20164,22066,20165,20147,20198, 20130,20135,22611,22620,22663,20130,20184",ANY,"Serving All of Loudoun + Northern Fauquier and Clarke Counties. Tree of Life's Food Pantries provide free groceries to those in need.  Once a month, those in need can call in to request food and receive two to three weeks' worth of groceries from one our regional Food Pantries. In most cases, we are able to deliver the food directly to the home of the person in need. Consideration is given to food preferences and allergies.",9:00:00 AM,2:00:00 PM,9:00:00 AM,2:00:00 PM,9:00:00 AM,2:00:00 PM,9:00:00 AM,2:00:00 PM,9:00:00 AM,2:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
https://www.loudoun.gov/1578/WIC-Program,Loudoun County WIC Program: Ashburn,"45201 Research Place, Suite 120",Ashburn,20147,39.05104124,-77.43547703,(703) 777-0239,health@loudoun.gov,ANY (VA),,"By appointment only. Friday hours are virtual only. The Special Supplemental Nutrition Program for Women, Infants, and Children (WIC) helps improve the health of pregnant, postpartum and breastfeeding women, as well as infants and children under 5 years old. Participants must meet income, residential and nutrition-risk eligibility requirements. ",8:00:00 AM,4:30:00 PM,8:00:00 AM,4:30:00 PM,8:00:00 AM,6:00:00 PM,8:00:00 AM,4:30:00 PM,8:00:00 AM,3:00:00 PM,CLOSED,CLOSED,CLOSED,CLOSED,N/A,VA
https://www.linkagainsthunger.org/get-help,LINK Against Hunger: Food Assistance Delivery,46833 Harry Byrd Highway,Sterling,20164,39.01523,-77.3722,(703) 437-1776,,"20170,20171,20172,20190,20191,20192,20194,20195,20196,20598",,"LINK delivers food assistance to people in the Herndon and Sterling areas of Northern, Virginia. If you have a food request, please call LINK at 703-437-1776 and leave a message. A LINK volunteer will contact you to verify your need and schedule a delivery as appropriate.  As we do not have full-time staff to provide immediate response to your messages, we thank you for your patience and understanding.",,,,,,,,,,,,,,,N/A,VA
https://www.linkagainsthunger.org/get-help,LINK Against Hunger: Mobile Food Pantry,46833 Harry Byrd Highway,Sterling,20164,39.01523,-77.3722,(703) 437-1776,,ANY,,"Direct any questions to the online ""Contact Us"" form -- the phone number should be used for emergencies. Every second Tuesday of the month, LINK hosts a Mobile Food Pantry in the rear parking lot of Christ the Redeemer Church, located at 46833 Harry Byrd Highway, Sterling. The event takes place from 9am until all food has been distributed.  The start time varies based on the delivery arrival. The food, generously donated by the Capital Area Food Bank, typically includes vegetables, fruits, and canned goods. There are no eligibility restrictions; all individuals who attend are welcome to receive food.",CLOSED,CLOSED,9:00:00 AM,,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,Yes,VA
